URL,Content_Type,Source,Category,Title,Image
https://www.ted.com/talks/emma_marris_nature_is_everywhere_we_just_need_to_learn_to_see_it,Videos,TED,Curiosity,,
https://www.ted.com/talks/anab_jain_why_we_need_to_imagine_different_futures,Videos,TED,Curiosity,,
https://www.ted.com/talks/dan_ariely_beware_conflicts_of_interest,Videos,TED,Curiosity,,
https://www.ted.com/talks/alan_smith_why_we_re_so_bad_at_statistics,Videos,TED,Curiosity,,
https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong,Videos,TED,Curiosity,,
https://www.ted.com/talks/robin_murphy_these_robots_come_to_the_rescue_after_a_disaster,Videos,TED,Curiosity,,
https://www.ted.com/talks/shigeru_ban_emergency_shelters_made_from_paper,Videos,TED,Curiosity,,
https://www.ted.com/talks/jake_wood_a_new_mission_for_veterans_disaster_relief,Videos,TED,Curiosity,,
https://www.ted.com/talks/peter_haas_haiti_s_disaster_of_engineering,Videos,TED,Curiosity,,
https://www.ted.com/talks/michael_mcdaniel_cheap_effective_shelter_for_disaster_relief,Videos,TED,Curiosity,,
https://www.ted.com/talks/robb_willer_how_to_have_better_political_conversations,Videos,TED,Curiosity,,
https://www.ted.com/talks?language=th,Videos,TED,Curiosity,,
https://www.ted.com/talks/caitria_and_morgan_o_neill_how_to_step_up_in_the_face_of_disaster,Videos,TED,Curiosity,,
https://www.ted.com/talks?language=ta,Videos,TED,Curiosity,,
https://www.ted.com/talks/becci_manson_re_touching_lives_through_photos,Videos,TED,Curiosity,,
https://www.ted.com/talks/deborah_lipstadt_behind_the_lies_of_holocaust_denial,Videos,TED,Curiosity,,
https://www.ted.com/talks/sam_harris_can_we_build_ai_without_losing_control_over_it,Videos,TED,Curiosity,,
https://www.ted.com/talks/daniel_h_cohen_for_argument_s_sake,Videos,TED,Curiosity,,
https://www.ted.com/talks/hans_and_ola_rosling_how_not_to_be_ignorant_about_the_world,Videos,TED,Curiosity,,
https://www.ted.com/talks/wanis_kabbaj_what_a_driverless_world_could_look_like,Videos,TED,Curiosity,,
https://www.ted.com/talks/robin_hanson_what_would_happen_if_we_upload_our_brains_to_computers,Videos,TED,Curiosity,,
https://www.ted.com/talks/cary_fowler_one_seed_at_a_time_protecting_the_future_of_food,Videos,TED,Curiosity,,
https://www.ted.com/talks?language=ug,Videos,TED,Curiosity,,
https://www.ted.com/talks?language=tk,Videos,TED,Curiosity,,
https://www.ted.com/talks/sanford_biggers_an_artist_s_unflinching_look_at_racial_violence,Videos,TED,Curiosity,,
https://www.ted.com/talks/andrew_pelling_this_scientist_makes_ears_out_of_apples,Videos,TED,Curiosity,,
https://www.ted.com/talks/eli_pariser_beware_online_filter_bubbles,Videos,TED,Curiosity,,
